"","sampleID","variable","value","compartment","model_fit","trait","conditions","TukeyHSD"
"247","E3.6.Acr.hyac.4.20150105","M_neutral",0.357541899441341,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"248","E3.7.Pav.vari.1.20150124","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"249","E3.7.Pav.vari.1.20150127","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"250","E3.7.Pav.vari.2.20150124","M_neutral",0.285106382978723,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"251","E7.10.Poc.dami.1.20150621","M_neutral",0.878048780487805,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"252","E7.10.Poc.dami.2.20150621","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"253","E7.10.Ser.cali.2.20150622","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"254","E7.10.Ser.cali.3.20150622","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"255","E7.17.Cyp.micr.1.20150621","M_neutral",0.580645161290323,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"256","E7.17.Ech.lame.1.20150620","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"257","E7.17.Ech.lame.3.20150620","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"258","E7.17.Fav.abdi.1.20150623","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"259","E7.17.Fav.abdi.2.20150623","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"260","E7.17.Fav.spA.1.20150623","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"261","E7.17.Fav.spA.2.20150623","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"262","E7.17.Fav.spB.1.20150623","M_neutral",0.253164556962025,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"263","E7.17.Gon.edwa.1.20150623","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"264","E7.17.Hyd.exce.1.20150620","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"265","E7.17.Hyd.exes.1.20150622","M_neutral",0.0670391061452514,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"266","E7.17.Hyd.exes.2.20150622","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"267","E7.17.Mer.ampl.3.20150621","M_neutral",0.48,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"268","E7.19.Lob.hemp.1.20150619","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"269","E7.19.Lob.hemp.1.20150621","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"270","E7.19.Lob.hemp.2.20150619","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"271","E7.3.Por.loba.2.20150619","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"272","E7.3.Por.loba.3.20150619","M_neutral",0.347826086956522,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"273","E7.3.Por.loba.4.20150619","M_neutral",0.449382716049383,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"274","E7.5.Gal.fasc.1.20150622","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"275","E7.6.Acr.hyac.1.20150622","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"276","E7.6.Acr.hyac.2.20150622","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"277","E7.6.Mon.aequ.1.20150620","M_neutral",0.745945945945946,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"278","E7.6.Mon.aequ.2.20150620","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"279","E7.6.Mon.aequ.3.20150620","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"280","E7.6.Mon.aequ.4.20150620","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"281","E7.7.Pav.vari.1.20150622","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"282","E7.7.Pav.vari.2.20150622","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"283","117-PC1","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"284","1256-012-C121","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"285","1256-019-C123","M_neutral",0.709342560553633,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"286","1256-025-C128","M_neutral",0.132591958939264,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"287","1256-028-C129","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"288","1256-040-C143","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"289","1256-046-C145","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"290","1256-049-C148","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"291","1256-053-C149","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"292","1256-056-C150","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"293","1256-059-C151","M_neutral",0.505004549590537,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"294","1256-068-C327","M_neutral",0.809749920861032,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"295","1256-071-C328","M_neutral",0.560703864178973,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"296","1256-101-PW164","M_neutral",0.768302320569006,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"297","1256-104-PW165","M_neutral",0.903975741239892,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"298","1256-107-PW166","M_neutral",0.957473035439137,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"299","1256-110-PW167","M_neutral",0.605073705862187,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"300","1256-113-PW168","M_neutral",0.850072080730418,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"301","1256-116-PW169","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"302","1256-120-PW170","M_neutral",0.949720670391061,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"303","1256-123-PW171","M_neutral",0.917730496453901,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"304","1256-126-PW172","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"305","1256-129-PW174","M_neutral",0.677087455480807,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"306","1256-132-PW175","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"307","1256-134-PW176","M_neutral",0.265967900425811,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"308","1256-137-PW177","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"309","1256-140-PW178","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"310","1256-143-PW181","M_neutral",0.960235640648012,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"311","1256-145-PW182","M_neutral",0.806873977086743,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"312","1256-148-PW183","M_neutral",0.806688417618271,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"313","1256-152-PW185","M_neutral",0.834763948497854,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"314","1256-155-PW186","M_neutral",0.897076372315036,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"315","1256-158-PW187","M_neutral",0.851221317542561,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"316","1256-161-PW190","M_neutral",0.799607072691552,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"317","1256-163-PW191","M_neutral",0.869291998324256,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"318","1256-165-PW192","M_neutral",0.653052972098666,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"319","1256-169-PW193","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"320","1256-172-PW194","M_neutral",0.945515196441809,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"321","1256-175-PW195","M_neutral",0.42256961406937,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"322","1256-185-PW199","M_neutral",0.463576158940397,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"323","1256-190-PW202","M_neutral",0.709342560553633,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"324","1256-193-PW203","M_neutral",0.308755760368664,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"325","1256-196-PW204","M_neutral",0.726941747572816,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"326","1256-200-HI6","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"327","1256-203-HI7","M_neutral",0.880981899330523,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"328","1256-206-HI8","M_neutral",0.814814814814815,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"329","1256-209-HI10","M_neutral",0.677491601343785,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"330","1256-212-HI57","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"331","1256-216-HI58","M_neutral",0.855925639039504,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"332","1256-219-HI59","M_neutral",0.842760428041057,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"333","1256-222-HI60","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"334","1256-225-HI61","M_neutral",0.771291438776649,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"335","1256-228-HI62","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"336","1256-232-HI63","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"337","1256-235-HI64","M_neutral",0.336730172795747,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"338","1256-238-HI65","M_neutral",0.752317880794702,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"339","1256-241-HI66","M_neutral",0.559673832468495,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"340","1256-247-HI68","M_neutral",0.442835494190941,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"341","1256-251-HI69","M_neutral",0.551759306476288,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"342","1256-254-HI70","M_neutral",0.463738508682329,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"343","1256-259-HIB","M_neutral",0.747700394218134,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"344","1256-262-HI","M_neutral",0.913870806209314,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"345","1256-269-HIE","M_neutral",0.527131782945736,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"346","1256-288-P7","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"347","1256-291-P8","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"348","1256-303-P479","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"349","1256-307-P481","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"350","1256-309-P482","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"351","1256-311-P483","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"352","1256-313-P484","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"353","1256-315-P485","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"354","1256-319-P486","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"355","1256-323-P492","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"356","1256-324-P493","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"357","1256-326-P494","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"358","1256-330-P497","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"359","1256-332-P498","M_neutral",0.63768115942029,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"360","1256-333-P499","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"361","1256-337-P502","M_neutral",0.491071428571429,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"362","1256-338-P503","M_neutral",0.796178343949045,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"363","1256-340-P504","M_neutral",0.795981452859351,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"364","1256-342-P507","M_neutral",0.578186596583443,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"365","1256-344-P508","M_neutral",0.404693079408264,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"366","1256-346-P509","M_neutral",0.339285714285714,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"367","1256-350-P511","M_neutral",0.434491978609626,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"368","1256-352-P512","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"369","126-PC4","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"370","133-PC6","M_neutral",0.699694189602446,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"371","136-PC7","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"372","140-PC5","M_neutral",0.6878612716763,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"373","150-PC11","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"374","153-PC12","M_neutral",0.503412969283277,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"375","174-PC22","M_neutral",0.756013745704467,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"376","176-PC23","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"377","177-PC24","M_neutral",0.601114649681529,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"378","180-PC25","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"379","200-PC26","M_neutral",0.509500939653372,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"380","202-PC27","M_neutral",0.756756756756757,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"381","204-PC28","M_neutral",0.519480519480519,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"382","206-PC29","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"383","208-PC30","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"384","212-PC31","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"385","213-PC32","M_neutral",0.281081081081081,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"386","215-PC34","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"387","216-PC35","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"388","218-PC37","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"389","219-PC38","M_neutral",0.121071841894418,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"390","220-PC39","M_neutral",0.434997528423134,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"391","237-C319","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"392","240-C320","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"393","252-C326","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"394","263-C330","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"395","272-C333","M_neutral",0.392480211081794,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"396","281-C336","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"397","284-C337","M_neutral",0.313001605136437,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"398","295-C339","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"399","298-C341","M_neutral",0.235668789808917,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"400","379-C439","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"401","382-C440","M_neutral",0.379008746355685,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"402","385-C441","M_neutral",0,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"403","388-C442","M_neutral",1,"Mucus","Neutral","Aerobic","Aerobic_M_neutral","a"
"404","E1.10.Sty.pist.1.20140807","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"405","E1.10.Sty.pist.1.20140815","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"406","E1.11.Lep.tran.1.20140731","M_below",1,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"407","E1.14.Phy.lich.1.20140801","M_below",1,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"408","E1.14.Phy.lich.1.20140811","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"409","E1.15.Dip.heli.1.20140905","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"410","E1.17.Ech.lame.1.20140905","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"411","E1.17.Ech.mamm.1.20140728","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"412","E1.17.Ech.mamm.1.20140815","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"413","E1.17.Fav.sp.1.20140805","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"414","E1.17.Fav.sp.2.20140805","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"415","E1.19.Sym.sp.1.20140905","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"416","E1.3.Por.loba.1.20140724","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"417","E1.5.Gal.astr.1.20140807","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"418","E1.5.Gal.astr.1.20140905","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"419","E1.6.Acr.sp.1.20140905","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"420","E1.6.Iso.pali.1.20140815","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"421","E1.6.Mon.hisp.1.20140807","M_below",0.354691075514874,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"422","E1.7.Pav.sp.1.20140905","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"423","E10.10.Sty.pist.1.20150630","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"424","E10.17.Fav.abdi.1.20150630","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"425","E10.17.Fav.abdi.2.20150630","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"426","E10.17.Gon.favu.1.20150630","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"427","E10.17.Gon.favu.2.20150630","M_below",0.187032418952618,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"428","E10.17.Mon.curt.3.20150629","M_below",1,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"429","E10.Aca.hill.2.20150629","M_below",0.262548262548263,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"430","E10.Acr.cyth.3.20150627","M_below",0.604477611940298,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"431","E10.Acr.pali.2.20150627","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"432","E10.Acr.pali.3.20150627","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"433","E10.Alv.alli.2.20150628","M_below",0.219378427787934,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"434","E10.Cyp.micr.1.20150627","M_below",1,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"435","E10.Cyp.sera.2.20150628","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"436","E10.Fav.abdi.1.20150629","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"437","E10.Mon.curt.2.20150629","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"438","E10.Poc.dami.2.20150628","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"439","E10.Ser.cali.1.20150627","M_below",0.548311990686845,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"440","E3.10.Sty.pist.1.20150124","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"441","E3.10.Sty.pist.2.20150124","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"442","E3.11.Fun.sp.1.20150125","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"443","E3.11.Fun.sp.2.20150125","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"444","E3.14.Phy.lich.1.20150125","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"445","E3.14.Phy.lich.2.20150125","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"446","E3.15.Dip.heli.1.20150105","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"447","E3.15.Dip.heli.1.20150106","M_below",1,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"448","E3.15.Dip.heli.1.20150118","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"449","E3.15.Dip.heli.1.20150121","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"450","E3.15.Dip.heli.1.20150123","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"451","E3.15.Dip.heli.2.20150105","M_below",1,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"452","E3.15.Dip.heli.2.20150119","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"453","E3.15.Dip.heli.2.20150120","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"454","E3.15.Dip.heli.2.20150121","M_below",1,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"455","E3.15.Dip.heli.2.20150123","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"456","E3.15.Dip.heli.3.20150105","M_below",0.463235294117647,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"457","E3.15.Dip.heli.3.20150120","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"458","E3.15.Dip.heli.3.20150121","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"459","E3.15.Dip.heli.3.20150123","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"460","E3.15.Dip.heli.4.20150105","M_below",0.388704318936877,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"461","E3.17.Ech.mamm.1.20150123","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"462","E3.17.Ech.mamm.1.20150127","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"463","E3.17.Ech.mamm.1.20150129","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"464","E3.19.Sym.sp.1.20150125","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"465","E3.19.Sym.sp.1.20150127","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"466","E3.19.Sym.sp.2.20150125","M_below",0,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"467","E3.2.Tur.reni.1.20150124","M_below",0.515923566878981,"Mucus","Below","Aerobic","Aerobic_M_below","c"
"468","E3.2.Tur.reni.1.20150127","M_below",1,"Mucus","Below","Aerobic","Aerobic_M_below","c"
